age,gender,daily_social_media_time,social_platform_preference,stress_level,sleep_hours,days_feeling_burnout_per_month
29,Female,3.87,TikTok,7.0,5.78,17
26,Female,0.0,Instagram,7.0,7.21,4
27,Female,0.19,Twitter,6.0,6.53,13
61,Male,1.44,Instagram,7.0,5.58,21
34,Male,3.03,Instagram,7.0,6.56,22
55,Male,3.03,Instagram,2.0,4.82,25
24,Other,4.15,TikTok,10.0,4.93,20
63,Male,5.46,Instagram,7.0,6.5,12
57,Female,3.29,Facebook,5.0,7.03,23
59,Female,3.91,Instagram,2.0,6.14,30
26,Female,3.03,Facebook,7.0,5.62,9
44,Female,0.0,Instagram,3.0,7.81,9
19,Male,3.58,Facebook,5.0,4.56,12
22,Male,1.91,Twitter,10.0,6.5,5
46,Female,0.0,Facebook,9.0,7.43,4
54,Female,1.44,Facebook,2.0,5.38,21
36,Female,4.83,Facebook,2.0,3.71,12
25,Female,2.68,Facebook,8.0,7.48,24
65,Female,3.03,TikTok,2.0,5.99,12
62,Female,0.36,Instagram,9.0,6.5,0
18,Female,2.54,Telegram,5.0,6.84,19
39,Male,3.29,TikTok,8.0,6.8,22
34,Male,4.1,Telegram,2.0,6.68,7
24,Other,4.63,Instagram,8.0,6.87,26
42,Male,0.13,Facebook,4.0,7.7,12
62,Female,3.49,Instagram,2.0,7.2,27
21,Male,2.65,Facebook,5.0,3.94,25
53,Male,3.03,Telegram,4.0,5.05,24
48,Male,3.03,Instagram,5.0,6.98,30
61,Male,3.2,Instagram,5.0,5.46,28
56,Female,1.0,Instagram,1.0,5.39,3
44,Male,0.78,TikTok,8.0,4.72,20
27,Male,3.03,Instagram,2.0,6.38,23
43,Male,0.0,TikTok,5.0,3.0,18
36,Female,1.65,Twitter,8.0,6.93,25
56,Female,6.52,TikTok,5.0,5.66,5
20,Female,1.4,Facebook,10.0,4.9,11
62,Male,2.32,Twitter,5.0,6.61,19
30,Male,0.16,TikTok,9.0,6.82,1
45,Female,2.55,TikTok,6.0,5.09,27
37,Female,0.82,Telegram,2.0,9.54,31
45,Male,2.31,TikTok,8.0,8.28,5
25,Female,2.29,Twitter,3.0,9.52,16
58,Male,2.76,Facebook,2.0,4.24,17
56,Male,5.21,TikTok,3.0,8.56,30
18,Female,6.57,Facebook,5.0,4.33,6
20,Female,6.55,Instagram,4.0,3.71,25
30,Male,3.22,TikTok,9.0,6.5,28
45,Male,3.35,Facebook,8.0,6.55,15
50,Female,4.54,Twitter,5.0,6.5,27
55,Female,1.62,Instagram,4.0,4.9,10
23,Male,3.03,Instagram,5.0,7.94,2
61,Female,0.0,TikTok,2.0,6.82,7
62,Male,4.78,TikTok,10.0,8.65,9
49,Male,3.45,Facebook,10.0,5.1,24
62,Male,1.36,Instagram,8.0,3.54,27
64,Female,6.21,Instagram,5.0,6.5,29
33,Female,6.02,Telegram,10.0,6.98,2
38,Male,1.26,Facebook,7.0,5.4,18
28,Male,3.36,TikTok,7.0,3.82,21
54,Male,3.88,Twitter,3.0,4.81,29
53,Male,1.94,Instagram,10.0,5.5,2
52,Male,0.42,Twitter,9.0,5.58,7
36,Male,3.06,Twitter,5.0,6.86,7
37,Male,1.45,TikTok,10.0,6.62,0
35,Male,0.0,Facebook,2.0,5.42,6
64,Female,3.03,Telegram,10.0,4.91,3
58,Male,3.37,Facebook,10.0,4.12,9
32,Female,2.41,Facebook,2.0,6.5,12
48,Male,3.03,Telegram,8.0,6.94,10
18,Female,3.03,Telegram,2.0,6.31,22
20,Female,0.3,Telegram,7.0,5.27,14
33,Male,3.63,Twitter,6.0,4.29,27
28,Female,2.86,TikTok,6.0,8.18,27
29,Other,2.01,Telegram,9.0,5.93,13
27,Female,5.88,TikTok,6.0,6.5,21
49,Male,6.19,TikTok,2.0,7.61,14
33,Male,3.65,Twitter,3.0,6.7,25
25,Female,1.59,Telegram,9.0,6.5,14
55,Other,3.15,Twitter,1.0,8.71,31
29,Female,4.74,Twitter,1.0,4.88,9
41,Female,4.39,Facebook,2.0,6.4,4
45,Male,0.0,Twitter,9.0,7.91,16
25,Male,0.05,Facebook,2.0,6.5,5
45,Female,4.5,Facebook,2.0,7.28,23
53,Female,0.42,Telegram,1.0,6.5,24
43,Other,3.66,TikTok,7.0,4.19,0
25,Female,4.62,Telegram,2.0,5.55,25
45,Male,4.18,Facebook,4.0,8.66,5
45,Female,3.03,Instagram,9.0,6.22,13
54,Female,3.03,TikTok,8.0,6.55,15
58,Female,0.23,TikTok,9.0,6.05,13
44,Male,0.0,Telegram,3.0,6.99,26
34,Female,3.22,Instagram,8.0,6.98,9
26,Male,1.86,Instagram,8.0,4.03,18
50,Female,5.64,Telegram,2.0,7.44,8
37,Male,3.05,Instagram,4.0,6.28,18
65,Male,4.76,Twitter,5.0,3.0,14
46,Female,5.12,Telegram,1.0,4.8,0
30,Male,4.28,Facebook,10.0,4.78,28
63,Female,3.2,Telegram,2.0,6.49,9
52,Male,1.05,Instagram,1.0,7.09,14
23,Male,1.53,Facebook,5.0,7.68,5
35,Female,3.91,TikTok,6.0,6.22,20
22,Female,5.02,TikTok,1.0,5.63,14
64,Male,0.02,Instagram,7.0,6.41,3
42,Other,0.0,TikTok,2.0,7.6,15
19,Female,2.57,Instagram,1.0,7.72,4
27,Female,3.03,Twitter,3.0,5.84,10
47,Female,3.32,Facebook,1.0,9.78,15
62,Male,4.05,Telegram,7.0,8.62,9
22,Male,1.91,Twitter,9.0,6.86,22
50,Male,5.45,Instagram,8.0,7.11,6
18,Female,6.01,TikTok,7.0,4.76,4
35,Male,4.05,Telegram,1.0,5.26,27
49,Male,1.96,Facebook,9.0,6.14,27
64,Male,0.0,Instagram,1.0,4.82,1
28,Male,1.65,Facebook,10.0,7.3,3
43,Female,4.26,Facebook,10.0,6.5,29
42,Female,2.28,TikTok,4.0,4.83,8
39,Female,2.77,Telegram,6.0,5.93,26
44,Female,6.36,Telegram,5.0,9.37,1
30,Other,0.79,Instagram,10.0,8.74,9
50,Male,0.0,Twitter,1.0,6.5,20
51,Male,0.0,TikTok,2.0,6.15,1
58,Male,4.89,Instagram,6.0,6.65,13
52,Male,3.03,Telegram,3.0,5.25,10
18,Female,2.28,TikTok,5.0,6.17,9
38,Female,4.62,Telegram,3.0,5.67,26
65,Male,6.07,Telegram,3.0,6.11,17
23,Female,3.08,Instagram,10.0,7.3,31
45,Female,0.97,TikTok,4.0,7.41,24
34,Male,3.68,Facebook,6.0,6.5,9
22,Female,0.86,Telegram,3.0,7.34,4
48,Female,2.84,Telegram,3.0,9.36,16
22,Female,0.19,Instagram,6.0,6.82,2
55,Female,1.31,Facebook,6.0,4.9,10
20,Male,7.49,TikTok,8.0,5.65,13
40,Male,5.14,Facebook,9.0,6.5,11
54,Male,1.64,TikTok,8.0,4.75,15
54,Female,2.1,TikTok,10.0,6.66,11
27,Male,4.43,Facebook,9.0,4.03,2
27,Male,2.16,Instagram,2.0,7.54,21
36,Female,5.42,Facebook,6.0,6.37,7
38,Female,2.85,Instagram,2.0,6.57,17
31,Male,3.03,Facebook,7.0,6.48,21
26,Male,3.51,Telegram,5.0,4.68,5
63,Male,3.23,Twitter,7.0,6.5,13
18,Female,3.04,Instagram,8.0,7.19,8
62,Male,3.85,Instagram,5.0,5.45,22
30,Female,3.54,TikTok,4.0,6.5,19
21,Other,0.72,Telegram,5.0,5.31,28
18,Male,2.77,TikTok,6.0,5.79,2
49,Female,2.9,Telegram,4.0,8.05,3
51,Female,7.39,Facebook,1.0,6.1,29
45,Female,3.05,Facebook,7.0,6.87,29
25,Male,0.0,Facebook,7.0,7.25,31
56,Female,1.82,Facebook,10.0,8.22,8
43,Female,2.49,Twitter,8.0,6.08,22
51,Male,6.08,Telegram,5.0,8.97,3
20,Female,0.0,Twitter,5.0,8.91,22
29,Female,4.94,Facebook,10.0,7.99,7
61,Female,4.07,Twitter,10.0,6.5,31
22,Male,2.59,Instagram,8.0,4.68,11
47,Female,3.31,Telegram,8.0,7.75,24
47,Female,2.89,Facebook,7.0,7.98,23
34,Male,1.64,Facebook,4.0,4.63,8
65,Female,17.82,Telegram,3.0,5.82,22
64,Female,3.16,Telegram,10.0,7.52,30
40,Female,1.43,Instagram,3.0,6.3,16
32,Male,3.82,Twitter,2.0,5.7,20
54,Female,2.58,Facebook,3.0,5.31,30
31,Female,0.0,Instagram,7.0,6.54,8
19,Female,1.95,Facebook,5.0,6.32,31
28,Male,1.85,Telegram,1.0,6.38,12
56,Male,3.61,Facebook,6.0,5.58,13
55,Female,2.23,Facebook,10.0,3.68,23
51,Male,8.37,TikTok,5.0,4.48,10
55,Female,0.0,TikTok,7.0,3.43,29
51,Female,0.51,Instagram,5.0,6.97,15
35,Male,1.92,TikTok,6.0,5.73,29
47,Female,3.73,Telegram,3.0,6.0,22
32,Male,2.35,Instagram,6.0,7.67,28
44,Female,1.78,Twitter,3.0,6.74,30
51,Male,0.61,Twitter,8.0,7.11,10
55,Male,3.86,Facebook,1.0,6.78,9
50,Male,8.47,Facebook,6.0,5.99,19
41,Female,0.88,Twitter,4.0,6.5,11
32,Male,4.15,Telegram,10.0,7.77,5
47,Male,3.03,TikTok,3.0,8.9,28
59,Male,3.28,Facebook,10.0,9.42,13
34,Male,3.03,Instagram,10.0,8.43,23
22,Female,2.84,Twitter,6.0,7.13,23
46,Male,6.58,TikTok,6.0,4.97,25
21,Female,4.6,Facebook,1.0,6.73,10
27,Female,5.28,Telegram,7.0,5.62,27
34,Female,2.74,TikTok,1.0,6.5,31
27,Male,4.36,Telegram,10.0,6.5,14
34,Other,2.85,Instagram,2.0,6.11,15
37,Male,3.03,Telegram,1.0,4.45,22
41,Female,3.03,Twitter,3.0,5.76,5
22,Other,5.34,Twitter,7.0,5.24,4
51,Female,3.03,Facebook,9.0,6.5,26
23,Female,2.08,TikTok,5.0,5.22,13
19,Other,4.75,Facebook,7.0,6.67,11
30,Female,3.03,Instagram,6.0,5.9,10
60,Male,0.53,Facebook,4.0,4.15,23
60,Male,2.44,Telegram,6.0,3.14,7
65,Male,3.03,TikTok,1.0,6.21,24
28,Male,0.68,Twitter,7.0,5.86,19
64,Female,4.0,Twitter,10.0,3.8,17
40,Female,3.84,Facebook,4.0,7.75,4
33,Male,2.97,TikTok,8.0,6.56,27
48,Female,4.63,Twitter,9.0,5.62,15
28,Male,2.27,Twitter,9.0,6.39,10
33,Other,0.03,Instagram,9.0,7.6,26
25,Female,1.7,Twitter,10.0,6.62,0
21,Female,1.34,Telegram,7.0,6.73,23
57,Female,2.27,Facebook,3.0,6.5,31
21,Male,3.2,TikTok,6.0,8.46,3
42,Female,7.05,Telegram,7.0,6.63,15
20,Male,0.0,Instagram,7.0,4.48,31
49,Male,4.78,Instagram,3.0,6.5,27
20,Female,0.99,Instagram,4.0,7.18,21
44,Male,3.03,Telegram,8.0,6.63,7
46,Other,1.73,TikTok,3.0,6.53,22
49,Female,3.46,TikTok,10.0,7.1,8
36,Male,3.03,Telegram,2.0,9.87,28
38,Female,0.03,Instagram,7.0,6.31,12
22,Male,3.62,TikTok,9.0,7.25,14
35,Female,3.71,Telegram,9.0,6.45,1
45,Female,5.05,Twitter,7.0,5.8,27
59,Male,3.14,TikTok,9.0,6.18,13
39,Male,9.89,Facebook,1.0,6.5,30
38,Male,5.37,Instagram,9.0,6.5,25
18,Male,3.74,Instagram,7.0,5.68,31
22,Male,4.18,Twitter,9.0,6.5,19
58,Female,3.27,TikTok,7.0,6.49,1
29,Female,3.29,Twitter,1.0,3.62,0
43,Female,0.0,Facebook,3.0,6.58,12
63,Female,4.17,TikTok,5.0,5.15,16
51,Female,4.15,Instagram,2.0,5.48,20
31,Female,3.71,TikTok,4.0,7.07,27
43,Male,3.76,Instagram,8.0,6.09,3
62,Female,4.52,Twitter,5.0,3.56,28
44,Male,3.92,Facebook,10.0,6.12,18
26,Male,3.18,Telegram,8.0,6.9,9
43,Female,3.66,Twitter,9.0,9.01,16
64,Male,5.46,TikTok,10.0,4.81,31
39,Female,5.93,Twitter,7.0,7.61,21
64,Male,1.03,TikTok,3.0,9.04,21
47,Male,2.22,Twitter,6.0,6.68,12
60,Female,4.9,Twitter,7.0,5.59,30
65,Female,4.12,Facebook,6.0,3.84,25
34,Female,3.03,TikTok,9.0,7.43,4
53,Male,4.58,Twitter,8.0,6.54,6
18,Female,6.84,Twitter,10.0,6.99,22
25,Male,7.71,TikTok,8.0,4.23,15
52,Female,0.0,Facebook,4.0,6.6,15
32,Male,4.7,Telegram,4.0,7.78,10
64,Female,1.75,Facebook,7.0,3.53,16
39,Female,3.03,Twitter,5.0,6.79,10
31,Male,0.26,Instagram,7.0,5.07,16
43,Female,1.63,Facebook,8.0,4.9,19
45,Male,2.65,Telegram,9.0,6.73,12
31,Female,2.26,Facebook,9.0,7.59,17
41,Male,1.54,Instagram,7.0,10.0,24
19,Male,0.0,Twitter,3.0,6.5,11
62,Female,1.67,Twitter,9.0,6.13,2
43,Female,4.35,Telegram,7.0,4.22,13
31,Male,5.98,TikTok,1.0,7.66,9
24,Female,0.91,Instagram,4.0,6.42,30
64,Female,1.53,Facebook,2.0,6.57,19
40,Female,2.77,Twitter,3.0,6.5,12
63,Female,3.39,Facebook,7.0,4.51,25
60,Female,2.39,TikTok,4.0,4.2,17
64,Male,0.0,Instagram,9.0,5.64,6
62,Male,0.0,Telegram,5.0,6.86,1
35,Female,2.01,TikTok,8.0,8.38,4
55,Other,4.06,Instagram,7.0,6.62,11
52,Female,3.01,Twitter,10.0,5.91,26
32,Male,6.37,TikTok,4.0,6.25,27
42,Female,0.0,Facebook,8.0,8.55,4
54,Female,3.03,Telegram,2.0,5.7,4
45,Female,5.79,Telegram,6.0,6.46,3
27,Female,2.4,Telegram,7.0,8.68,23
56,Female,0.45,TikTok,9.0,6.25,14
34,Male,0.0,TikTok,10.0,8.91,12
56,Female,3.03,Twitter,9.0,5.35,2
43,Male,1.7,Facebook,6.0,5.26,24
61,Male,3.03,Facebook,3.0,7.1,20
42,Female,6.63,Facebook,1.0,6.5,12
34,Female,0.25,Twitter,3.0,7.31,24
30,Male,1.08,Instagram,9.0,6.87,31
37,Male,2.71,Telegram,1.0,7.12,21
42,Male,3.03,Instagram,4.0,5.82,6
21,Male,2.23,Facebook,6.0,7.87,24
27,Female,4.17,TikTok,2.0,6.11,11
20,Female,0.12,Telegram,4.0,7.13,13
58,Female,3.1,Twitter,9.0,8.98,27
62,Female,2.97,TikTok,8.0,5.4,25
64,Male,5.27,Instagram,7.0,6.32,28
53,Male,3.23,Facebook,1.0,6.12,20
64,Male,1.1,Twitter,2.0,5.59,19
39,Male,0.0,Facebook,3.0,6.5,31
64,Female,7.37,Twitter,10.0,4.93,11
25,Female,0.0,Telegram,8.0,6.32,31
57,Female,1.17,Twitter,9.0,5.29,12
61,Female,3.26,Instagram,3.0,6.16,12
36,Female,5.53,Instagram,3.0,4.09,17
59,Male,0.44,Instagram,7.0,7.01,10
58,Other,3.93,Instagram,3.0,4.65,29
54,Male,1.43,TikTok,10.0,7.05,12
23,Male,0.56,Telegram,3.0,7.91,11
43,Male,1.81,Facebook,2.0,5.58,30
51,Other,2.91,Facebook,10.0,5.5,30
62,Other,0.46,TikTok,10.0,5.69,12
23,Female,5.23,Facebook,1.0,6.5,9
54,Female,5.9,TikTok,7.0,7.03,29
50,Female,1.58,Facebook,2.0,6.5,20
39,Other,4.56,Facebook,1.0,7.72,22
38,Female,0.0,Telegram,5.0,3.44,9
23,Female,2.63,Twitter,1.0,3.77,26
23,Male,4.67,Twitter,6.0,6.63,8
65,Male,4.43,TikTok,9.0,6.61,30
21,Female,3.29,Instagram,3.0,4.39,7
47,Male,5.4,Telegram,4.0,7.24,0
47,Female,3.18,Telegram,2.0,6.5,24
48,Female,3.03,Instagram,9.0,5.32,20
41,Male,3.84,TikTok,1.0,6.73,19
26,Female,4.21,TikTok,1.0,6.71,9
20,Female,0.41,Telegram,2.0,4.56,17
48,Female,4.37,Facebook,8.0,5.38,24
57,Female,0.59,Telegram,6.0,7.39,19
54,Other,4.84,TikTok,6.0,5.15,26
53,Female,6.5,Twitter,3.0,6.5,31
41,Male,3.03,Facebook,3.0,7.0,15
23,Male,6.33,Facebook,1.0,9.52,9
19,Male,2.87,Telegram,2.0,7.01,23
37,Male,0.31,Twitter,5.0,4.68,10
45,Female,1.16,Telegram,6.0,6.38,8
28,Male,1.27,Facebook,3.0,5.36,16
32,Female,0.98,Instagram,2.0,6.59,7
23,Female,3.03,Telegram,9.0,7.04,12
55,Female,3.59,Facebook,5.0,7.84,29
32,Male,0.0,Telegram,3.0,6.5,10
28,Female,2.63,Telegram,1.0,5.13,17
25,Female,2.14,Twitter,1.0,5.39,13
43,Female,3.84,Telegram,3.0,10.0,16
62,Female,0.0,Twitter,8.0,5.65,8
61,Female,3.3,TikTok,8.0,7.89,21
22,Male,3.36,Telegram,10.0,7.49,17
23,Female,5.27,TikTok,3.0,6.77,4
43,Male,3.71,Instagram,2.0,5.35,1
21,Male,4.39,Facebook,4.0,5.28,18
36,Male,3.03,Telegram,2.0,7.62,13
37,Female,3.03,Instagram,9.0,8.97,22
50,Male,5.6,TikTok,1.0,7.2,22
37,Male,2.0,Twitter,9.0,4.4,20
29,Male,4.55,Twitter,5.0,8.61,26
64,Female,1.06,TikTok,2.0,7.69,26
18,Female,3.03,Instagram,4.0,7.53,5
43,Female,0.0,Telegram,2.0,6.33,6
55,Male,1.31,Twitter,4.0,9.64,17
54,Female,5.28,Telegram,2.0,6.16,26
28,Female,7.06,TikTok,8.0,4.67,31
53,Male,0.0,TikTok,8.0,6.75,18
30,Male,13.51,Facebook,9.0,5.29,9
60,Male,4.84,TikTok,5.0,3.32,1
20,Female,1.46,Facebook,6.0,5.39,19
50,Male,2.82,TikTok,1.0,7.29,16
23,Female,6.01,Twitter,9.0,8.33,6
27,Male,3.03,Twitter,10.0,9.48,5
22,Male,0.38,Facebook,4.0,6.7,0
40,Male,6.85,Telegram,1.0,5.2,24
27,Female,4.33,Facebook,8.0,8.08,19
61,Female,3.03,Instagram,2.0,4.48,16
19,Male,1.65,Instagram,1.0,9.74,31
30,Female,1.45,Facebook,7.0,7.64,8
57,Male,0.0,Facebook,3.0,4.44,22
19,Female,0.5,Telegram,3.0,5.5,8
37,Female,4.36,TikTok,10.0,4.74,29
54,Female,4.57,TikTok,5.0,5.14,9
26,Female,17.33,Facebook,2.0,6.8,25
34,Male,2.95,Twitter,9.0,7.26,28
26,Female,1.59,Twitter,5.0,6.5,14
28,Male,2.43,Facebook,3.0,5.83,25
32,Female,4.79,Twitter,5.0,5.83,14
41,Male,4.62,TikTok,3.0,7.39,11
55,Female,3.5,Twitter,2.0,8.29,9
47,Male,2.03,TikTok,7.0,6.38,31
48,Male,0.29,Instagram,1.0,4.46,14
22,Male,2.28,Twitter,3.0,7.69,7
61,Female,0.0,Facebook,4.0,6.87,31
31,Male,2.32,Telegram,2.0,5.32,3
28,Female,1.66,Instagram,10.0,4.96,29
26,Male,2.97,TikTok,10.0,6.5,22
51,Female,1.44,Instagram,1.0,8.11,31
29,Female,4.46,Instagram,3.0,6.4,15
52,Other,0.0,Telegram,4.0,6.0,20
18,Female,2.46,Telegram,5.0,7.19,23
57,Female,3.53,TikTok,10.0,4.8,9
39,Male,2.18,Facebook,3.0,6.5,19
46,Female,2.34,Facebook,9.0,8.67,1
25,Female,3.19,Instagram,5.0,10.0,6
28,Male,3.99,Instagram,4.0,6.37,2
58,Female,3.03,Twitter,9.0,6.52,22
54,Male,3.38,Facebook,3.0,8.31,12
31,Female,4.97,Telegram,6.0,10.0,30
47,Male,0.26,Telegram,8.0,3.29,26
38,Female,5.38,Twitter,7.0,7.39,28
54,Other,1.33,Facebook,9.0,5.28,23
22,Female,4.04,Instagram,5.0,5.28,15
36,Female,0.0,Facebook,4.0,8.3,4
31,Male,3.6,Instagram,1.0,8.62,16
43,Male,5.73,Twitter,5.0,6.27,2
21,Male,0.91,Facebook,5.0,8.37,23
42,Male,1.48,Instagram,6.0,6.5,12
62,Male,3.72,Twitter,3.0,7.7,31
59,Female,2.31,TikTok,10.0,7.86,11
42,Female,3.38,Telegram,1.0,4.58,22
35,Female,7.89,Twitter,6.0,6.5,23
57,Male,2.17,Twitter,10.0,7.94,29
25,Male,0.0,Facebook,2.0,6.96,3
56,Female,1.68,Facebook,10.0,6.51,15
57,Male,3.03,TikTok,3.0,5.44,12
31,Male,0.44,Telegram,7.0,3.0,21
49,Male,1.63,Telegram,3.0,4.9,25
55,Male,5.37,Twitter,9.0,7.05,29
50,Male,3.03,Telegram,8.0,7.86,7
40,Male,2.21,TikTok,5.0,5.13,29
32,Male,2.26,Instagram,2.0,6.82,18
50,Female,0.55,Instagram,8.0,6.17,27
42,Male,3.51,Facebook,3.0,7.87,0
50,Female,2.26,TikTok,5.0,7.87,21
64,Female,3.03,Twitter,2.0,8.22,12
19,Male,3.99,Facebook,3.0,4.97,17
31,Female,3.03,TikTok,5.0,3.43,16
57,Male,2.13,Instagram,2.0,6.1,6
57,Male,5.76,TikTok,2.0,7.77,17
56,Other,0.41,Facebook,7.0,6.89,10
23,Female,0.83,Twitter,7.0,6.06,13
23,Male,4.29,Twitter,3.0,6.9,13
24,Female,0.85,Telegram,10.0,9.25,23
25,Male,3.58,TikTok,3.0,8.65,21
59,Male,2.33,TikTok,3.0,8.31,21
32,Male,3.34,Telegram,2.0,5.26,9
64,Female,2.43,Facebook,8.0,9.15,21
50,Female,5.12,Instagram,5.0,5.82,1
47,Male,3.03,Facebook,5.0,5.37,9
56,Male,1.16,Facebook,8.0,4.9,29
44,Female,6.22,Twitter,6.0,3.76,23
53,Female,3.03,TikTok,10.0,8.22,4
46,Male,0.0,Twitter,2.0,6.64,4
50,Female,0.0,TikTok,8.0,4.9,21
54,Male,2.02,TikTok,1.0,7.15,24
44,Male,4.41,Instagram,9.0,7.17,6
50,Female,3.95,Twitter,10.0,4.81,27
21,Female,1.56,Telegram,4.0,6.6,22
39,Male,4.26,Telegram,4.0,5.61,8
19,Female,4.8,Instagram,6.0,7.03,20
27,Female,1.79,Twitter,5.0,3.0,1
22,Male,2.32,Instagram,4.0,6.5,24
27,Female,3.4,Instagram,2.0,5.19,22
50,Male,0.68,Twitter,3.0,5.18,1
55,Male,3.03,Facebook,1.0,8.29,10
30,Male,5.0,Telegram,1.0,6.5,20
48,Male,7.6,Telegram,5.0,8.62,10
53,Male,3.53,TikTok,5.0,7.22,13
41,Male,1.15,Twitter,3.0,5.56,16
32,Male,3.03,Instagram,3.0,6.5,9
46,Female,4.66,Instagram,4.0,7.76,10
25,Female,1.34,Instagram,3.0,6.99,19
22,Female,0.0,Twitter,1.0,6.5,29
46,Female,4.65,Twitter,10.0,8.57,1
21,Female,4.69,Twitter,4.0,6.02,12
29,Male,4.72,Twitter,6.0,7.17,17
62,Female,3.18,Twitter,10.0,6.5,4
19,Female,3.29,TikTok,3.0,6.5,2
44,Male,3.46,Twitter,2.0,6.98,23
48,Male,5.22,Telegram,5.0,6.95,9
53,Female,3.56,TikTok,7.0,7.36,12
53,Female,3.17,TikTok,3.0,7.18,31
43,Male,3.67,TikTok,6.0,8.13,9
60,Other,3.03,Twitter,5.0,9.05,31
44,Female,0.88,Instagram,5.0,6.55,0
22,Male,5.78,Facebook,5.0,6.73,28
37,Male,1.68,Twitter,1.0,4.74,30
28,Female,3.14,Facebook,6.0,4.86,6
27,Male,1.12,Telegram,8.0,7.19,29
57,Male,2.59,Twitter,10.0,5.36,1
23,Female,3.63,Facebook,1.0,7.0,3
25,Female,1.93,Telegram,1.0,6.5,24
40,Male,1.62,TikTok,3.0,8.05,28
63,Male,5.87,TikTok,7.0,7.27,3
60,Female,7.03,Facebook,4.0,5.18,31
43,Female,1.46,Telegram,8.0,6.95,6
30,Female,2.76,TikTok,10.0,8.03,21
57,Male,2.65,TikTok,3.0,7.21,13
35,Female,3.03,Twitter,6.0,5.67,14
42,Female,4.68,TikTok,5.0,8.38,24
50,Female,1.45,Instagram,2.0,8.06,14
64,Other,1.71,Twitter,1.0,6.49,13
57,Male,3.86,Instagram,8.0,4.15,30
60,Male,0.61,Instagram,1.0,5.0,22
29,Male,2.49,Instagram,8.0,6.42,22
61,Female,4.48,Telegram,10.0,6.24,24
53,Male,3.1,TikTok,9.0,9.46,21
65,Female,4.49,Twitter,9.0,5.89,31
21,Male,4.96,Facebook,5.0,6.92,10
22,Male,2.83,Telegram,6.0,5.18,2
54,Male,0.0,Twitter,6.0,6.25,6
25,Female,5.46,Instagram,1.0,8.49,4
59,Female,2.91,Telegram,7.0,6.66,7
45,Female,4.58,Twitter,10.0,4.74,0
48,Female,5.73,TikTok,1.0,4.74,29
26,Male,0.0,TikTok,5.0,8.32,22
46,Male,3.03,Telegram,6.0,4.23,19
31,Other,6.09,TikTok,1.0,5.99,1
57,Female,2.59,TikTok,7.0,5.94,9
58,Male,3.03,Instagram,1.0,3.61,18
39,Female,0.81,Telegram,3.0,5.47,5
28,Male,3.96,Facebook,2.0,6.23,20
40,Male,0.5,Telegram,9.0,7.16,21
18,Male,3.03,Instagram,7.0,4.5,7
63,Female,2.1,Telegram,10.0,5.53,21
54,Male,5.86,Twitter,5.0,6.49,10
38,Male,5.93,Telegram,7.0,6.75,10
43,Male,1.79,Telegram,8.0,5.31,10
63,Male,6.36,Instagram,5.0,5.85,6
53,Female,1.83,Telegram,4.0,6.64,20
40,Male,4.36,Twitter,5.0,6.5,10
18,Male,2.94,Telegram,2.0,7.31,31
57,Female,2.16,TikTok,1.0,4.89,19
32,Male,4.6,Twitter,7.0,4.11,20
38,Male,1.98,Telegram,2.0,4.78,15
64,Male,1.87,Facebook,7.0,5.2,21
26,Female,3.03,Telegram,2.0,5.31,13
26,Female,4.82,TikTok,8.0,4.53,21
27,Male,3.47,TikTok,4.0,5.86,1
43,Female,2.28,TikTok,3.0,5.18,0
58,Female,1.97,Twitter,6.0,7.26,15
52,Female,2.58,Facebook,1.0,6.74,14
42,Male,4.09,Twitter,8.0,6.55,31
43,Male,0.85,Telegram,7.0,7.13,28
28,Female,1.68,Facebook,8.0,8.15,16
55,Female,4.58,Instagram,7.0,5.26,5
19,Female,3.03,Telegram,2.0,6.5,29
24,Male,1.85,Twitter,8.0,6.42,4
35,Male,2.94,Instagram,6.0,6.56,19
44,Female,1.37,Telegram,1.0,5.55,4
51,Female,2.08,Telegram,4.0,8.03,24
44,Male,3.27,Facebook,8.0,7.35,10
34,Male,4.44,Twitter,9.0,4.38,14
61,Female,1.36,Instagram,7.0,6.54,13
41,Female,5.28,Twitter,3.0,5.97,30
42,Female,1.7,TikTok,4.0,7.36,14
24,Female,1.5,Instagram,5.0,6.5,24
23,Male,0.0,Telegram,3.0,7.2,2
41,Female,5.21,Instagram,8.0,6.5,31
50,Other,5.75,Twitter,4.0,5.84,1
46,Female,2.96,Facebook,10.0,6.73,11
60,Female,3.39,Facebook,3.0,7.82,22
39,Male,3.0,Instagram,5.0,7.6,8
43,Female,0.81,Facebook,4.0,7.61,28
45,Female,3.03,Twitter,3.0,6.79,21
38,Female,3.03,TikTok,9.0,7.45,19
24,Male,3.0,Facebook,6.0,8.02,7
34,Female,4.43,Twitter,3.0,6.06,20
37,Male,1.25,Instagram,9.0,3.93,31
58,Male,1.07,Instagram,10.0,7.1,14
37,Male,3.94,Twitter,2.0,5.7,10
45,Male,1.79,Facebook,2.0,6.5,23
57,Male,2.64,TikTok,10.0,7.14,19
24,Female,4.05,Instagram,7.0,10.0,11
18,Female,2.11,Twitter,3.0,4.55,13
49,Female,3.97,TikTok,3.0,3.83,9
30,Male,1.1,Instagram,5.0,6.25,19
47,Female,3.87,Twitter,8.0,6.51,26
40,Male,2.54,TikTok,2.0,4.74,18
36,Male,0.0,Facebook,9.0,7.35,3
